collector,date,sex,species,id_num,weight,adult,subadult,juvenile,M_testes_abd,M_testes_inguin,M_testes_scrot,F_vagina_imperf,F_vaging_perf,F_vagina_plug,F_nipple_sm,F_nipple_med,F_nipple_lg,F_lact_cond,F_preg_cond,condition,recap_stat,grid,trap_num,habitat
TAYLOR,1987-07-23,F,MICMON,54,14,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,68,NaN
TAYLOR,1987-07-23,M,MICMON,NaN,16,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,78,NaN
TAYLOR,1987-07-23,M,MICMON,NaN,17,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,62,NaN
TAYLOR,1987-07-23,F,PERMAN,44,18,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NNN,D1,J9,NaN
TAYLOR,1987-07-23,F,PERMAN,45,25,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,DEAD,NNN,D1,G1,NaN
TAYLOR,1987-07-23,M,PERMAN,47,14,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,C3,NaN
TAYLOR,1987-07-23,M,PERMAN,53,16.5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,29,NaN
TAYLOR,1987-07-23,M,PERMAN,58,17,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,82,NaN
ADAMS,1987-08-10,M,OCHPRI,W464Y465,134,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,LEGS,YYY,NaN,74B,NaN
ADAMS,1987-08-10,F,OCHPRI,B462G463,126,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,68,NaN
GILBER,1987-08-10,M,OCHPRI,R496Y497,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,15,NaN
GILBER,1987-08-10,M,OCHPRI,R496Y497,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,15,NaN
GILBER,1987-08-10,F,OCHPRI,R487W488,139,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,23,NaN
GILBER,1987-08-10,M,OCHPRI,W491G492,151,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,NaN,NaN
GILBER,1987-08-10,F,OCHPRI,Y53Y105,186,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,61,NaN
GILBER,1987-08-10,M,OCHPRI,O489R490,163,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,5,NaN
GILBER,1987-08-10,M,OCHPRI,O498W499,160,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,17,NaN
GILBER,1987-08-10,M,OCHPRI,W413G412,164,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,20,NaN
GILBER,1987-08-10,M,OCHPRI,W413G412,164,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,19,NaN
MASCIT,1987-08-11,M,MICLON,64,19,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,18,TALU
MASCIT,1987-08-11,M,MICLON,66,21.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,56,DRME
MIKET,1987-08-11,M,MICLON,NaN,35,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ESCA,NNN,PSM,14,TALU
NICOLE,1987-08-11,M,MICLON,63,19,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,8,TALU
NICOLE,1987-08-11,M,MICLON,68,19.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,62,TALU
TAYLOR,1987-08-11,M,MICLON,65,22.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,19,DRME
TAYLOR,1987-08-11,F,MICMON,73,29.5,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,DAMP,NNN,PSM,75,DRME
GILBER,1987-08-11,M,OCHPRI,R496Y497,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,15,NaN
GILBER,1987-08-11,F,OCHPRI,G405R406,138,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y86,NaN,18,NaN
GILBER,1987-08-11,M,OCHPRI,G478R476,117,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,16,NaN
GILBER,1987-08-11,M,OCHPRI,O479B480,131,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,68,NaN
GILBER,1987-08-11,F,OCHPRI,R483W484,122,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,20,NaN
GILBER,1987-08-11,M,OCHPRI,B485Y486,131,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,61,NaN
GILBER,1987-08-11,M,OCHPRI,B485Y486,131,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,61,NaN
GILBER,1987-08-11,M,OCHPRI,B485Y486,130,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,59,NaN
GILBER,1987-08-11,M,OCHPRI,W491G492,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
GILBER,1987-08-11,M,OCHPRI,Y481B482,178,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,16,NaN
GILBER,1987-08-11,M,OCHPRI,O498W499,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,18,NaN
GILBER,1987-08-11,M,OCHPRI,O498W499,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,18,NaN
GILBER,1987-08-11,M,OCHPRI,W413G412,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,19,NaN
GENICE,1987-08-11,M,PERMAN,62,20,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOEA,NNN,FSM,J3,FELL
GENICE,1987-08-11,M,PERMAN,61,19.5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FSM,J6,FELL
GENICE,1987-08-11,M,PERMAN,41,19.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FSM,G10,FELL
NICOLE,1987-08-11,M,PERMAN,59,18.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOEA,YRT,FSM,A4,FELL
GENICE,1987-08-11,U,PERMAN,NaN,14.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,NNN,PSM,83,TALU
GENICE,1987-08-11,M,PERMAN,70,15,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,84,TALU
MIKE,1987-08-11,M,PERMAN,72,17,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,76,TALU
NICOLE,1987-08-11,M,PERMAN,67,13,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,31,TALU
NICOLE,1987-08-11,U,PERMAN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,NNN,PSM,34,TALU
NICOLE,1987-08-11,M,PERMAN,71,15.5,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,65,TALU
TAYLOR,1987-08-11,M,VOLESP,60,26,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,22,FELL
XXXXXX,1987-08-12,M,CHIPSP,99,46,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,FSM,J10,FELL
TAYLOR,1987-08-12,F,MARFLA,O132Y133,3150,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,GOEA,Y86,MARM,A,NaN
TAYLOR,1987-08-12,F,MARFLA,B134G135,2800,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,GOOD,1ST,MARM,B,DRME
TAYLOR,1987-08-12,F,MARFLA,259247,4550,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,GOOD,YYY,NaN,7,NaN
TAYLOR,1987-08-12,M,MARFLA,R282283,3250,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,38,NaN
TAYLOR,1987-08-12,M,MARFLA,R282283,3250,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,38,NaN
TAYLOR,1987-08-12,F,MARFLA,R279,3000,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,38,NaN
TAYLOR,1987-08-12,F,MARFLA,R279,3000,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,5,NaN
MASCIT,1987-08-12,M,MICLON,82,25,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,MMA,22,MOME
MASCIT,1987-08-12,M,MICLON,NaN,19.5,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,8,TALU
MASCIT,1987-08-12,M,MICLON,64,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,39,TALU
MASCIT,1987-08-12,F,MICLON,96,21,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,59,TALU
MASCIT,1987-08-12,U,MICLON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,60,TALU
XXXXXX,1987-08-12,M,MICLON,91,31,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,13,TALU
XXXXXX,1987-08-12,M,MICMON,60,23,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,FFA,21,FELL
XXXXXX,1987-08-12,M,MICMON,75,16,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,FSM,G1,FELL
MASCIT,1987-08-12,U,MICMON,NaN,36,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,NNN,PSM,1,TALU
GILBER,1987-08-12,M,OCHPRI,R496Y497,133,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,12,NaN
GILBER,1987-08-12,F,OCHPRI,Y188W189,141,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,53,NaN
GILBER,1987-08-12,F,OCHPRI,O190O493,106,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,61,NaN
GILBER,1987-08-12,F,OCHPRI,W176W177,86,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,40,NaN
GILBER,1987-08-12,M,OCHPRI,G178B179,96,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,35,NaN
GILBER,1987-08-12,F,OCHPRI,R191R200,120,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,4,NaN
GILBER,1987-08-12,M,OCHPRI,G478R476,135,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,YYY,NaN,16,NaN
GILBER,1987-08-12,M,OCHPRI,O479B480,126,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,68,NaN
GILBER,1987-08-12,M,OCHPRI,Y481B482,172,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,16,NaN
GILBER,1987-08-12,M,OCHPRI,G166,162,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,68,NaN
GILBER,1987-08-12,M,OCHPRI,O424Y116,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YRT,NaN,59,NaN
GILBER,1987-08-12,M,OCHPRI,O498W499,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,18,NaN
BONNIE,1987-08-12,M,PERMAN,62,20,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,FSM,F10,FELL
XXXXXX,1987-08-12,M,PERMAN,59,21,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,FSM,A19,FELL
XXXXXX,1987-08-12,M,PERMAN,61,20.5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,FSM,H10,NaN
XXXXXX,1987-08-12,M,PERMAN,41,20.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,FSM,I10,FELL
GILBER,1987-08-12,M,PERMAN,78,15,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,15,TALU
GILBER,1987-08-12,U,PERMAN,71,21,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PSM,39,TALU
MASCIT,1987-08-12,M,PERMAN,90,15,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,21,TALU
MASCIT,1987-08-12,M,PERMAN,67,12,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,31,TALU
MASCIT,1987-08-12,M,PERMAN,72,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PSM,61,TALU
MASCIT,1987-08-12,M,PERMAN,93,15.5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,80,TALU
MASCIT,1987-08-12,M,PERMAN,98,13,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,93,TALU
XXXXXX,1987-08-12,M,PERMAN,97,15,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,32,TALU
XXXXXX,1987-08-12,M,PERMAN,70,15,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,91,TALU
MASCIT,1987-08-12,U,SOREXS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,56,NaN
JIMH,1987-08-13,M,MARFLA,282283,3090,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,PIKA,8,TALU
MASCIT,1987-08-13,M,MARFLA,W701W702,2570,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YRT,PIKA,6,NaN
TAYLOR,1987-08-13,F,MARFLA,259247,4150,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,GOOD,NNN,PIKA,13,TALU
TAYLOR,1987-08-13,F,MICLON,NaN,34,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,6,TALU
MASCIT,1987-08-13,F,MICMON,88,27.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FSM,F10,FELL
TAYLOR,1987-08-13,F,MICMON,92,30,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,MMA,22,MOME
GILBER,1987-08-13,F,MICMON,85,34.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,12,TALU
GILBER,1987-08-13,F,OCHPRI,Y185Y186,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,64,NaN
GILBER,1987-08-13,U,OCHPRI,G182O192,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,7,NaN
GILBER,1987-08-13,F,OCHPRI,R184O181,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,28B,NaN
GILBER,1987-08-13,F,OCHPRI,G183W317,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YRT,NaN,66,NaN
GILBER,1987-08-13,F,OCHPRI,G183W317,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,NaN,NaN,NaN
GILBER,1987-08-13,F,OCHPRI,G183W317,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,NaN,NaN,NaN
GILBER,1987-08-13,F,OCHPRI,G183W317,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,NaN,NaN,NaN
GILBER,1987-08-13,F,OCHPRI,G183W317,146,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,NaN,NaN,NaN
GILBER,1987-08-13,M,OCHPRI,G178B179,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
GILBER,1987-08-13,M,OCHPRI,W423,154,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,29,NaN
GILBER,1987-08-13,M,OCHPRI,Y466Y467,126,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,4,NaN
GILBER,1987-08-13,M,OCHPRI,G468O469,175,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,53,NaN
GILBER,1987-08-13,F,OCHPRI,O489R490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,73,NaN
GILBER,1987-08-13,M,OCHPRI,B180B494,170,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,12,NaN
GILBER,1987-08-13,M,OCHPRI,O424Y116,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YYY,NaN,NaN,NaN
GILBER,1987-08-13,M,OCHPRI,R487W488,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,16,NaN
GILBER,1987-08-13,M,OCHPRI,R487W488,136,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,16,NaN
MASCIT,1987-08-13,F,PERMAN,61,19,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,GOOD,YYY,FSM,J10,FELL
MASCIT,1987-08-13,M,PERMAN,41,18,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FSM,H10,FELL
TAYLOR,1987-08-13,F,PERMAN,87,17,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FSM,A18,FELL
TAYLOR,1987-08-13,M,PERMAN,59,18,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HYPO,NNN,FSM,A19,FELL
TAYLOR,1987-08-13,M,PERMAN,62,19,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,FSM,I10,FELL
GILBER,1987-08-13,M,PERMAN,51,21.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PSM,77,TALU
GILBER,1987-08-13,M,PERMAN,86,14.5,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PSM,83,TALU
MASCIT,1987-08-13,M,PERMAN,77,17,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,20,TALU
MASCIT,1987-08-13,M,PERMAN,71,15.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PSM,63,TALU
MASCIT,1987-08-13,M,PERMAN,72,15.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TAIL,YYY,PSM,76,TALU
TAYLOR,1987-08-13,F,PERMAN,84,13,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PSM,24,NaN
TAYLOR,1987-08-13,F,PERMAN,97,12,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,HYPO,NNN,PSM,31,TALU
TAYLOR,1987-08-13,F,PERMAN,93,13,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,80,NaN
AUERBA,1987-08-14,M,MARFLA,W701W702,2550,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GONO,YYY,NaN,TALU,NaN
AUERBA,1987-08-14,F,MARFLA,259247,4050,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,GOOD,YYY,NaN,4,TALU
JIMH,1987-08-14,U,MARFLA,W701W702,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,13R,NaN
JIMH,1987-08-14,F,MARFLA,W169Y171,1140,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,EXCE,NNN,NaN,C,NaN
JIMH,1987-08-14,M,MARFLA,282283,2900,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EXCE,YRT,NaN,1,NaN
JIMH,1987-08-14,F,MARFLA,279B173,2400,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOEA,YRT,NaN,NaN,NaN
LIPANI,1987-08-14,M,MARFLA,W703B704,1800,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOEA,NNN,NaN,TALU,NaN
LIPANI,1987-08-14,F,MARFLA,O132Y133,3050,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,FOCA,YYY,NaN,B,TALU
LIPANI,1987-08-14,M,MARFLA,W703B704,2050,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,1,TALU
TAYLOR,1987-08-14,F,MARFLA,W167G168,1000,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,B,NaN
